NP_037425.1	NP_001386.1
NP_002958.2	P23434
NP_005185.2	Q96GX9
NP_000277.1	NP_003621.1
Q9H0W9	P09001
NP_004355.2	NP_000846.1
NP_003588.1	NP_003215.1
Q0VG06	P48163
NP_002496.1	NP_004790.2
P08048	NP_006635.2
NP_000241.1	NP_071445.1
NP_055206.2	NP_060441.2
Q9NZI7	P40261
Q04727	NP_659491.4
NP_006089.1	Q08493
P17010	NP_061833.1
Q6PL18	Q8N573
Q92841	NP_003134.1
NP_004417.2	Q9UI17
P29558	NP_001631.3
P09067	NP_000894.1
Q15723	NP_003105.2
NP_004647.1	Q9NWF9
O60356	NP_005179.2
NP_003098.1	NP_006635.2
NP_005595.2	NP_001503.1
NP_071910.3	NP_056273.2
NP_892017.2	NP_000964.1
NP_003085.1	Q92526
NP_003358.1	NP_006432.1
NP_002119.1	NP_038203.2
NP_055620.1	NP_689508.3
NP_005422.1	P28838
NP_005634.1	P43304
NP_036384.1	Q8WVN8
NP_002457.1	P14598
NP_004489.1	NP_006235.1
NP_066018.1	Q96I99
NP_612482.2	NP_061833.1
P09067	P22531
O95926	Q9BXI3
NP_002157.2	P49753
NP_066951.1	P0C7P0
NP_036455.1	NP_660198.1
NP_005646.1	Q99469
NP_005988.1	Q13287
NP_004621.2	NP_037399.2
NP_001443.1	Q92871
NP_005625.2	Q9ULC6
NP_001092755.1	NP_076425.1
NP_061134.1	P15428
NP_848511.1	NP_863651.1
NP_002135.2	Q16540
NP_003191.1	NP_659451.1
Q02962	P18054
Q9H7Z6	NP_004560.1
P31249	NP_112176.1
NP_001484.1	Q8TBX8
Q8IUE6	P20591
NP_006222.2	Q99707
NP_001001998.1	Q06265
NP_001418.2	NP_005800.3
Q8NHV9	NP_004332.2
Q04727	O00142
P09668	Q9HD40
Q96T37	P17706
Q8WVY7	NP_002826.2
NP_005241.1	NP_001815.2
NP_004134.1	P35237
NP_005895.1	NP_689952.1
NP_653209.1	Q9H4K7
NP_001036111.1	Q9P278
NP_001231.2	P50226
Q99697	NP_003795.2
NP_001417.3	NP_071445.1
NP_001929.1	P12104
P20290	Q8WVN8
NP_068804.1	NP_000424.2
Q15349	NP_055683.3
NP_060612.2	Q9BRJ2
Q5XKR4	NP_006825.1
NP_003064.2	NP_055595.2
NP_000018.1	NP_000847.2
Q9BWT3	P09001
Q15349	NP_071369.4
Q69YI7	Q7Z2X4
P13378	NP_055963.2
P50897	NP_872578.1
NP_005457.2	NP_004127.1
Q9NPC7	P53677
Q9Y6X0	NP_002159.2
NP_056986.2	NP_002289.1
NP_055048.1	NP_006535.1
NP_055610.1	NP_004802.1
NP_073598.1	P49589
NP_110517.2	Q9UBR1
NP_000452.2	Q02252
Q96QV6	NP_115568.2
Q9BWE0	Q9Y2Q9
P82970	NP_071761.1
NP_055856.1	O00170
NP_005135.2	NP_001163.1
Q9C0F3	Q9HCP0
NP_065090.1	O00142
NP_003911.1	NP_002454.1
Q14526	NP_000934.1
NP_055884.2	NP_001001936.1
Q9BSH3	NP_001815.2
NP_003064.2	Q9NVS2
NP_003176.2	Q8N183
NP_065885.1	NP_000895.1
NP_004489.1	NP_004324.2
Q08050	P42679
NP_001460.1	P28332
NP_009060.2	P0C7P0
NP_066285.1	NP_055141.2
P41229	Q9NR20
NP_000512.1	P63302
Q9NR56	P24752
Q9BWT1	NP_000036.2
Q64ET8	NP_665683.1
Q12950	NP_002961.1
NP_002958.2	NP_006268.1
Q92925	NP_001547.1
Q96LT9	NP_003240.1
NP_066390.1	NP_057564.3
Q15319	NP_006651.2
P22304	NP_005411.1
NP_004074.2	NP_001386.1
Q9UDW3	Q9BZQ8
NP_002348.1	Q02252
NP_000439.1	NP_008996.1
NP_055367.2	NP_110438.1
NP_004261.1	NP_872578.1
NP_005162.1	Q9GZZ1
NP_006183.1	NP_005882.2
NP_002681.1	P28838
NP_002895.3	Q9BUE6
NP_005635.1	P25325
NP_055315.2	NP_001217.2
Q969J2	Q9HBU6
NP_892017.2	P07864
NP_150093.1	O75879
Q9UIL8	NP_004171.2
NP_005515.1	NP_006101.1
NP_003097.1	NP_055300.1
NP_036558.3	O75880
NP_003855.1	NP_057564.3
NP_004647.1	P22061
NP_002384.2	NP_005557.1
Q5QNW6	Q9UGK3
NP_003210.1	NP_004039.1
NP_002348.1	NP_004865.1
NP_004836.2	Q58A44
NP_002469.2	P57721
Q92949	A2A3N6
NP_109377.1	NP_006635.2
NP_009108.1	Q9UKF7
NP_000240.1	Q12815
NP_000160.1	NP_006635.2
Q03923	NP_002100.2
NP_001420.2	NP_005852.2
NP_001443.1	NP_056520.2
NP_660328.2	Q9NQX6
NP_003063.2	NP_002890.1
Q5T6S3	Q96PC2
Q9UKN8	Q7RTR2
NP_075555.1	Q9BXI3
Q08050	P63302
NP_004409.1	NP_057461.1
Q9Y6X0	P49411
NP_055331.1	NP_005264.2
NP_002158.2	NP_004324.2
NP_003649.2	P43897
Q7Z5Q5	NP_001167.2
P41229	Q9UI17
Q03923	Q9UBW5
NP_037425.1	P20132
NP_006464.1	NP_005800.3
NP_005185.2	NP_000445.1
P08236	NP_004125.3
NP_009075.1	Q8N6F7
NP_003790.1	Q15080
Q6IEG0	P40939
Q9Y6W3	P50135
NP_001805.1	NP_055165.2
NP_000452.2	Q99469
NP_003075.1	NP_110395.1
Q9BSH3	Q8WUN7
NP_004731.2	NP_000058.1
NP_004261.1	NP_000058.1
NP_061156.1	Q8NFH8
NP_003098.1	NP_000365.3
O60264	NP_055683.3
Q9NZI7	NP_001167.2
NP_005578.1	Q9UGC7
P31268	Q9BYD1
NP_003712.1	Q9BYN0
Q3ZCT1	NP_653288.1
Q9NQ33	Q99487
Q03923	Q14651
P49184	Q9HD34
NP_079224.1	NP_061833.1
NP_000312.2	NP_001866.2
Q5QNW6	NP_002878.2
Q9UJC5	Q96Q11
NP_001385.1	O00142
NP_003963.1	NP_000839.1
Q8TE85	NP_006576.2
NP_002008.2	Q6P1L8
NP_001659.1	NP_000895.1
NP_003207.1	Q16719
Q15562	NP_003360.2
Q9GZP8	O75251
Q12946	NP_004865.1
NP_004716.1	Q8N573
NP_004069.1	NP_004790.2
NP_006345.1	Q9H2W6
NP_000240.1	Q8WYK0
NP_060353.2	NP_002930.2
P28715	P07203
Q12857	Q16698
Q9UNY5	NP_075066.1
NP_003457.1	NP_006432.1
NP_002137.4	P22531
NP_003160.2	NP_005908.1
NP_055596.3	Q6P1L8
Q9Y6W3	O94788
NP_036449.1	NP_057330.2
Q9HAZ2	Q9HD34
Q9NPE2	P78368
NP_006222.2	NP_000958.1
P35548	NP_036529.1
NP_005422.1	NP_001503.1
NP_037479.1	NP_647473.1
NP_000116.2	NP_071369.4
NP_055136.1	NP_000846.1
NP_001316.1	NP_203526.1
NP_003007.2	NP_004093.1
NP_005729.1	Q14651
Q96N77	NP_000934.1
NP_996670.1	NP_001815.2
BAB62909.1	NP_872578.1
O00472	P82675
NP_037425.1	NP_001087.2
NP_000465.1	O00170
NP_002350.1	Q99707
NP_006181.1	NP_002003.1
NP_004950.2	NP_038203.2
Q15022	Q9P032
NP_000387.1	NP_004802.1
P35452	NP_055433.2
Q01851	P40261
NP_009060.2	NP_001024.1
NP_003874.2	Q8TF09
NP_066406.1	NP_001163.1
Q8WVY7	Q8TF40
NP_005633.2	Q9NWF9
P13284	Q8N3H0
NP_003073.1	Q9NVV4
NP_570722.2	Q9UKF7
P07992	P50135
NP_055138.2	NP_056273.2
NP_056271.2	Q8N6F7
NP_006390.1	NP_005557.1
NP_076921.1	Q14249
Q64ET8	P36957
NP_073622.2	Q9HBU6
Q96KK5	P53004
NP_005366.2	NP_203526.1
NP_004442.3	Q92526
Q15562	NP_060383.2
NP_006464.1	P78368
NP_071801.1	NP_659451.1
Q9BWE0	NP_002159.2
NP_064706.1	NP_689953.1
NP_001291.3	O75897
NP_003064.2	P59044
NP_001443.1	NP_006422.1
NP_056943.1	NP_060311.1
NP_006726.1	NP_872578.1
NP_036427.1	NP_066953.1
NP_057640.1	NP_055595.2
Q14863	Q9NP31
Q70Z53	Q58A44
NP_004292.1	Q9BZE1
Q9UI36	NP_660198.1
NP_061824.2	NP_071761.1
NP_006212.1	P49753
P20290	P49638
Q16670	P57721
NP_002909.3	Q9UPN7
NP_003205.2	P57721
NP_006038.2	NP_000552.2
NP_006684.1	Q9UI17
Q99879	NP_000340.2
NP_004710.2	NP_003921.2
NP_000240.1	NP_000660.1
Q02386	Q9BSE5
NP_003933.1	Q13287
Q7Z7J5	NP_620448.1
NP_055586.1	Q6PRD7
Q96LA8	P51857
P54803	NP_004721.1
NP_000955.1	O75570
Q6UXN9	Q9NZE8
NP_006345.1	NP_005078.2
NP_073624.2	NP_003134.1
NP_036389.2	Q6XUX3
NP_001941.2	Q01581
NP_008924.1	NP_002631.3
NP_008882.2	Q969Y2
P28347	NP_065078.1
NP_006006.3	P40394
Q96LT9	P57723
NP_002008.2	P40939
P23760	NP_004777.1
NP_068811.1	NP_003840.2
Q9UK76	NP_000894.1
NP_005366.2	NP_055129.2
NP_002098.1	Q9Y238
Q96JN0	NP_005407.1
NP_003454.1	NP_037392.1
NP_060624.1	Q9UDY6
NP_665906.1	P82664
NP_001978.1	Q8TF40
NP_002097.1	Q16540
NP_004588.1	BAC04299.1
NP_000240.1	NP_620448.1
NP_003404.1	Q9BZE1
NP_005672.1	NP_004369.1
NP_003381.1	Q8WXC3
NP_004587.1	NP_055904.1
NP_001349.2	NP_002878.2
NP_005089.2	Q96HA7
NP_003084.1	Q13287
P09668	NP_002100.2
NP_057412.1	P78368
NP_003185.1	Q9Y2J8
NP_003008.1	Q969Y2
NP_006227.1	NP_115865.1
P04554	NP_004324.2
P50219	Q9Y2Q9
Q9Y2V3	Q9BW04
NP_075555.1	P29144
P35453	P22532
NP_056943.1	NP_004125.3
P15586	Q16772
NP_115696.2	P16050
Q9HCG8	P18054
NP_006225.1	NP_056520.2
NP_000439.1	NP_001619.1
NP_877433.2	P25325
Q9UHV7	NP_004291.1
NP_055586.1	NP_000476.1
O60341	NP_036205.1
Q8WXA9	Q58A44
NP_776248.1	NP_004823.1
NP_005180.1	NP_003320.2
NP_066390.1	Q9NVV4
P55157	NP_064586.1
NP_073568.2	NP_056273.2
Q86XK2	P40394
NP_003205.2	NP_002291.1
P01106	NP_005521.1
NP_976225.1	NP_002475.2
P51688	Q96LI5
Q9Y6P5	Q9BYC8
P09874	Q96HA7
Q9BSH3	O75251
NP_002220.1	P49591
NP_005654.2	NP_001893.2
P35269	O60783
P08048	NP_004125.3
NP_002884.1	Q16822
NP_003186.1	NP_000894.1
NP_006708.2	Q96T66
NP_149020.2	Q9HD34
NP_937859.1	Q9Y216
Q96JN0	Q9HD33
NP_055586.1	O75394
NP_001460.1	P49753
NP_006464.1	Q9H2J4
NP_055675.1	Q9NX20
NP_000170.1	NP_061883.1
NP_055130.1	NP_056177.3
Q6EKJ0	Q14651
NP_004134.1	P50135
Q13356	NP_000662.3
NP_060740.1	NP_077268.1
NP_001281.1	Q13938
NP_005312.1	Q969Y2
NP_003080.2	Q92665
P21675	P25325
Q99873	NP_036429.2
NP_114432.1	P17516
NP_005162.1	NP_689953.1
NP_000449.1	NP_003493.1
Q99697	NP_056449.1
Q8WV37	NP_036199.2
P09017	Q9Y4B6
NP_004917.2	O43182
NP_001942.2	Q8TAK5
NP_065988.1	NP_001893.2
Q14863	Q9Y3E5
NP_002936.1	NP_037399.2
Q9Y2V3	Q96M27
NP_005048.2	Q9NR19
Q15170	NP_004623.1
NP_000391.1	NP_000174.1
NP_003588.1	NP_005978.2
NP_055758.1	P82909
P62807	P57721
NP_003159.1	Q3BBV0
Q6NYC1	Q96P20
Q12873	NP_004530.1
O75529	P83881
NP_001871.2	P35237
NP_055206.2	NP_550438.1
NP_000018.1	NP_758958.3
Q6EKJ0	NP_008830.2
P04554	NP_000839.1
NP_004731.2	Q9UBR1
NP_004951.1	P23434
Q9ULV5	NP_002291.1
Q04727	NP_002563.1
NP_001797.1	Q9NP74
NP_009053.1	P35237
Q12951	Q9H6S3
NP_003588.1	NP_005204.1
NP_061825.2	P46459
O60231	NP_005300.1
NP_003205.2	Q96A58
Q9UBD5	Q9HBG6
NP_036377.1	NP_689953.1
NP_008828.1	Q99707
NP_006345.1	Q8N142
NP_115285.1	P59942
NP_005625.2	P59942
NP_001443.1	NP_055433.2
NP_006259.1	NP_071910.3
NP_005089.2	Q9BU02
NP_000512.1	Q9NVV4
NP_003191.1	NP_001814.2
P16402	NP_000476.1
P31271	Q9Y3D5
NP_005243.1	Q9HD34
Q8TCE9	Q9UHN1
NP_055368.1	P82664
Q96RE9	P21399
NP_002948.1	Q92526
NP_076921.1	NP_060441.2
Q9Y3Z3	Q13287
NP_000241.1	NP_002631.3
Q96S96	NP_001815.2
NP_777584.1	Q9NY74
NP_065885.1	P20132
Q9UGL1	Q93008
NP_056023.3	P49411
Q96DT0	NP_003320.2
P51826	P36957
Q9UNN4	NP_004332.2
NP_001506.1	P04183
NP_000170.1	Q16540
NP_001978.1	Q14CX7
Q9HCG8	NP_006262.1
NP_055850.1	NP_005267.2
NP_056953.2	NP_005407.1
P17947	NP_061821.1
NP_006103.1	O43504
NP_006222.2	NP_004291.1
NP_009181.2	NP_066565.1
NP_057272.1	NP_004155.2
NP_001665.1	NP_065390.1
NP_073207.1	Q9BYD1
Q12857	NP_057740.2
NP_003160.2	NP_002070.1
NP_002909.3	P28838
NP_060058.1	NP_620448.1
NP_001941.2	NP_005882.2
O15156	NP_112176.1
NP_004489.1	P40394
NP_115701.2	Q92871
Q13461	Q14651
NP_001796.2	NP_004484.1
Q9Y4A5	Q9UDX5
Q7RTV3	O75891
NP_006500.2	NP_002003.1
NP_003007.2	NP_002475.2
Q9NPC7	Q9HD40
NP_115285.1	NP_659451.1
Q6DRA6	NP_000467.1
NP_663628.1	NP_001753.1
NP_006312.1	Q9P278
NP_000391.1	Q12849
NP_002909.3	Q13287
NP_004069.1	P20591
NP_002469.2	NP_004160.3
Q92949	NP_054902.1
NP_006617.1	AAH30144.2
NP_003646.2	NP_060322.1
NP_006029.1	O15540
NP_036601.2	Q9Y3B7
Q9UGN5	Q9HD40
P10243	NP_000365.3
P35453	NP_003671.1
NP_000391.1	NP_001547.1
Q9UIL8	P57721
P20290	Q9ULC6
NP_003085.1	Q9NQR4
NP_006302.2	NP_068804.1
NP_079224.1	NP_006635.2
O75529	NP_003795.2
P01106	Q7RTR2
NP_004074.2	Q96GX9
Q6NYC1	O75570
NP_003087.1	NP_006235.1
P31267	Q9ULC6
NP_004062.2	NP_055904.1
O95766	O75880
P13378	NP_076425.1
NP_002710.2	Q9UBR1
Q9UBP6	P32322
NP_077021.1	Q16643
P53999	P49591
Q6NXG1	NP_001631.3
Q03060	NP_001547.1
NP_066940.1	Q8NHM5
NP_055436.2	NP_003977.1
NP_002008.2	NP_003126.1
NP_008882.2	NP_001893.2
Q8IUM7	Q9UKF7
NP_004575.1	NP_004865.1
NP_002379.2	Q6WQI6
Q9NV88	P56277
NP_001507.2	P46439
NP_071378.1	P09210
NP_071394.2	NP_001001936.1
O95766	NP_036429.2
Q8TAP9	Q9BSE5
NP_003358.1	NP_000662.3
O15178	P28838
P16402	NP_001619.1
NP_115285.1	P48728
P22492	NP_056520.2
NP_005244.1	Q7L0Y3
NP_077021.1	NP_060383.2
Q86WB0	NP_003977.1
NP_001507.2	NP_066953.1
Q86V15	NP_001547.1
NP_003654.3	Q9H4K7
O00472	NP_003192.1
NP_055130.1	Q8N9W6
P13349	NP_002070.1
NP_003027.1	NP_001079.1
NP_002403.1	Q38SD2
NP_000116.2	NP_001753.1
NP_005997.2	Q9UKF7
NP_067015.2	NP_003121.1
NP_055792.1	NP_001166.3
NP_006590.1	NP_056053.1
Q8IZT9	NP_000658.1
Q9UK76	Q9NRV9
NP_003191.1	P08729
Q9GZZ0	NP_000680.2
NP_004489.1	NP_150634.1
NP_003916.1	NP_005116.1
NP_002154.1	P40394
NP_005310.1	NP_005557.1
O00462	Q01064
NP_002031.2	NP_064530.1
Q8IVW6	NP_004050.3
NP_004489.1	NP_005172.1
P49184	P28332
O75164	P83881
P15586	P11245
NP_066951.1	Q9BU02
Q3YBR2	NP_005882.2
Q16666	Q9Y291
P15586	Q6PRD7
NP_061975.2	NP_001705.2
NP_002422.1	NP_001340.2
NP_054733.2	NP_071761.1
NP_036339.1	NP_003810.1
NP_003850.1	NP_001340.2
NP_037406.1	NP_057256.2
P01106	NP_002305.1
NP_001752.2	NP_550438.1
NP_006615.1	O75394
Q96LA8	Q93015
O75529	NP_006397.1
Q9UKI8	NP_005495.2
O00115	NP_064530.1
NP_005307.1	O43182
NP_054885.1	NP_004835.2
NP_004951.1	Q9BRV8
Q13461	NP_000377.1
Q9UEE5	P17516
NP_002139.2	P50135
NP_071900.2	Q8N6F7
NP_001417.3	P08319
Q12873	Q16719
NP_005973.1	NP_001995.1
NP_660328.2	NP_055285.1
Q9ULG1	O43182
NP_004517.2	Q9NRJ4
P51513	P49638
NP_001231.2	P17706
P04066	NP_112198.1
NP_001036111.1	P78368
P41235	NP_002961.1
NP_079441.1	Q8N142
NP_054790.2	NP_006432.1
NP_002544.1	Q7RTR2
Q01851	Q92526
Q96EG1	P15428
P31271	NP_665683.1
Q01196	O75170
NP_003400.2	NP_002940.2
Q9UI36	Q6P1L8
NP_005185.2	NP_002881.1
Q86UP8	NP_003945.2
NP_997001.1	NP_054902.1
P0C7P1	Q58A45
NP_060853.3	Q96RP9
NP_009153.3	NP_055463.1
Q7Z5Q5	NP_037386.1
NP_055596.3	NP_001434.1
P42785	Q5EBM0
Q9NQX1	NP_659491.4
O60902	Q9P2W6
NP_005850.1	Q9NX20
NP_003787.2	NP_002631.3
NP_060370.1	O43182
NP_060780.2	NP_036205.1
NP_006312.1	Q9BUT1
Q08999	Q16698
Q8IZU0	NP_075066.1
P02545	Q8NFG4
NP_078805.3	Q9P0R6
P49184	Q14790
NP_001964.2	NP_002055.1
NP_001507.2	NP_003493.1
Q16385	Q8N142
Q9H9S0	Q9Y2J8
NP_004102.1	NP_000662.3
NP_116062.2	NP_004155.2
NP_006185.1	NP_002717.3
NP_002139.2	NP_068707.1
NP_001007227.1	NP_056238.2
NP_006183.1	NP_001001936.1
Q15306	Q9UDX5
NP_008993.1	NP_060177.2
NP_036389.2	Q8N573
Q86V15	Q9Y6G3
NP_002938.1	P30838
P20671	NP_001166.3
NP_001795.2	NP_000845.1
NP_003911.1	Q7Z7A3
NP_006181.1	Q9BYG8
NP_055331.1	Q9NQX6
Q04727	O75897
NP_005654.2	NP_071906.1
NP_659480.1	P17706
NP_003855.1	NP_004291.1
NP_443082.2	P29144
NP_036218.1	NP_036199.2
Q9UHV7	NP_000894.1
P49640	NP_005078.2
NP_055368.1	Q8NEL9
NP_001317.1	NP_434700.2
NP_003063.2	O15091
NP_002681.1	NP_003977.1
NP_008835.5	P82914
Q15562	NP_055525.3
NP_849194.1	NP_002291.1
NP_003575.1	O00764
NP_001230.1	NP_056520.2
Q9NQ92	NP_003121.1
NP_878314.1	NP_006101.1
Q96DT0	NP_001340.2
NP_006521.1	NP_055963.2
Q9NZI7	NP_000792.1
Q15910	Q9P2W6
NP_001512.1	NP_004799.1
Q86UE8	NP_006180.1
NP_002139.2	NP_006635.2
P09668	NP_002564.1
Q5TB30	NP_620448.1
NP_003085.1	P51857
Q5VUA4	NP_002100.2
P29558	NP_056238.2
NP_006707.1	NP_066565.1
NP_002098.1	NP_056053.1
NP_009042.1	NP_008878.3
Q13510	NP_006784.1
P0C7P1	NP_036361.1
NP_002096.1	NP_004127.1
NP_006158.2	NP_001217.2
O95926	NP_653288.1
NP_003063.2	NP_002003.1
P07602	Q9NYK5
P08236	NP_001344.2
Q9BS31	NP_005882.2
Q15349	O00170
Q08999	AAH30144.2
P08651	NP_004125.3
A6NEQ0	Q8N427
Q9C002	NP_003945.2
Q03112	NP_000174.1
Q96T76	NP_065076.2
NP_004955.2	NP_001503.1
O94953	NP_000467.1
Q9UNY5	P15428
NP_000929.1	NP_077015.1
NP_001460.1	NP_006432.1
P50539	NP_000847.2
O75486	P20591
NP_002544.1	P15428
Q06265	NP_057130.1
Q16587	NP_005267.2
NP_005307.1	NP_004747.1
Q96S96	NP_037386.1
P10619	P49411
O75030	NP_005800.3
Q9NPC8	NP_000036.2
Q70Z53	Q8WVM0
Q9NQ33	NP_001952.1
NP_003649.2	NP_001005.1
NP_002136.1	Q99551
Q9BUQ8	NP_057740.2
NP_001978.1	NP_006003.1
P28715	NP_071933.2
Q15319	O14561
NP_663628.1	NP_620448.1
NP_005654.2	NP_004332.2
NP_006582.1	NP_057256.2
NP_490595.1	NP_002078.1
O00115	Q6PRD7
NP_005241.1	NP_004172.2
NP_003086.1	P50135
Q9GZZ0	P78368
Q14839	Q9NX20
O14862	NP_203526.1
NP_001092755.1	Q16540
NP_006521.1	NP_001651.1
Q13523	NP_001937.2
Q92698	NP_002055.1
NP_002120.1	NP_004160.3
O43248	NP_001995.1
NP_005316.1	Q12882
P22304	NP_005042.1
Q8IXQ5	Q9NZE8
NP_079058.1	NP_004835.2
O75478	NP_057330.2
AAG28389.1	Q3I5F7
NP_055028.2	NP_647473.1
Q06265	Q99547
NP_004166.1	NP_056442.2
Q13461	NP_004126.1
Q16560	NP_005172.1
NP_663628.1	NP_689953.1
O15370	Q9NR19
NP_056986.2	NP_000660.1
Q99081	NP_054765.1
NP_055850.1	NP_000365.3
NP_002120.1	Q7Z569
Q6DN03	P23434
P09430	NP_002717.3
NP_006708.2	NP_006784.1
Q9ULG1	Q9NR19
Q9H0W9	P13995
Q9H0W9	NP_006180.1
NP_001428.1	NP_001001936.1
NP_005672.1	NP_116119.2
O60902	NP_001880.2
NP_003790.1	P35237
NP_036455.1	NP_060177.2
Q8IUM7	Q9Y6G3
NP_001005360.1	P52735
NP_000297.1	Q9H9P8
Q9BXL8	NP_060441.2
NP_477097.1	Q9HCP0
NP_006730.2	NP_004337.2
NP_006266.2	NP_001393.1
NP_872363.1	NP_001619.1
NP_001418.2	NP_005787.1
NP_003097.1	NP_004299.1
NP_036427.1	NP_077006.1
NP_001349.2	NP_002712.1
Q96LT9	NP_113608.1
NP_076921.1	NP_006432.1
O75164	NP_112198.1
Q5VVJ2	NP_071445.1
NP_000519.2	NP_077268.1
P32314	Q13084
CAA58827.1	NP_001217.2
NP_004621.2	NP_872578.1
NP_005891.1	Q9UPN9
Q8NDX5	Q8N7A1
O75132	NP_006784.1
NP_254280.1	Q96GX9
NP_937872.1	P36957
NP_006747.1	P49753
O75529	Q06278
Q9Y3D8	NP_005691.2
NP_005240.3	NP_000845.1
NP_056076.1	NP_004040.1
NP_005633.2	NP_002442.2
NP_004575.1	NP_036199.2
P28340	NP_001995.1
NP_005244.1	NP_001344.2
NP_006615.1	Q8WXC3
NP_000957.1	NP_112198.1
Q6PL18	Q96P20
NP_005241.1	NP_000174.1
NP_003122.1	NP_004790.2
Q9H6T0	P23434
NP_037393.1	P49638
NP_068809.1	Q9NP74
Q99729	P22061
Q9NPC7	NP_203526.1
NP_056943.1	NP_653288.1
NP_005513.1	Q8WXI4
NP_619790.1	Q9UGK3
B2CW77	P42765
NP_002936.1	NP_065723.1
Q9Y6P5	NP_005495.2
