410	P15289
411	P15848
412	P08842
415	P51690
416	P54793
417	P52961
419	Q13508
420	Q93070
421	O00192
427	Q13510
429	P50553
430	Q99929
432	P07306
433	P07307
434	P42127
435	P04424
438	P46597
439	O43681
440	P08243
65975	Q9BYT3
65977	Q9HB20
443	P45381
444	Q12797
445	P00966
65979	Q8IZ21
65982	Q8TBC5
65981	Q6IMN6
65983	Q96HH9
65986	Q96DT7
65987	Q9BQ13
65980	Q9H8M2
65989	Q6UY11
65990	Q9BQD7
65991	Q9BWH2
65992	Q96HY6
65985	Q86V21
65993	P82930
65988	Q9BV97
65997	Q9BPW5
462	P01008
463	Q15911
65999	Q9BV99
66000	Q6UXF1
466	P18846
467	P18847
468	P18848
66005	Q9BWS9
66002	Q9HCS2
471	P31939
472	Q13315
66008	O60296
473	Q9P2R6
475	O00244
476	P05023
474	Q92858
478	P13637
477	P50993
479	P54707
481	P05026
482	P14415
483	P54709
480	Q13733
486	P54710
487	O14983
488	P16615
489	Q93084
490	P20020
491	Q01814
492	Q16720
493	P23634
131566	Q96PD2
495	P20648
496	P51164
498	P25705
66036	Q96QG7
501	P49419
66037	Q8N9W6
506	P06576
131578	Q8TF66
169436	Q8NE28
509	P36542
131583	Q8N2R8
513	P30049
514	P56381
515	P24539
516	P05496
517	Q06055
518	P48201
521	P56385
522	P18859
523	P38606
197131	Q8IWV7
525	P15313
526	P21281
527	P27449
528	P21283
529	P36543
131601	Q86W33
533	Q99437
534	O95670
535	Q93050
537	Q15904
538	Q04656
539	P48047
540	P35670
545	Q13535
546	P46100
547	Q12756
549	Q13825
550	Q9Y679
551	P01185
552	P37288
553	P47901
554	P30518
558	P30530
563	P25311
566	P20160
567	P61769
570	Q14032
571	O14867
572	Q92934
573	Q99933
575	O14514
576	O60241
577	O60242
578	Q16611
579	P78367
580	Q99728
581	Q07812
582	Q8NFJ9
583	Q9BXC9
585	Q96RK4
586	P54687
587	O15382
590	P06276
91298	Q8N999
593	P12694
594	P21953
595	P24385
596	P10415
597	Q16548
598	Q07817
599	Q92843
131669	Q96N76
602	P20749
604	P41182
605	Q4VC05
607	O00512
608	Q02223
610	Q9UL51
613	P11274
617	Q9Y276
622	Q02338
623	P46663
624	P30411
627	P23560
629	P00751
631	Q12934
632	P02818
633	P21810
634	P13688
635	Q93088
636	Q96G01
637	P55957
638	Q13323
639	O75626
640	P51451
641	P54132
642	Q13867
643	P32302
644	P53004
645	P30043
646	Q01954
648	P35226
649	P13497
650	P12643
651	P12645
652	P12644
197259	Q8NB16
654	P22004
655	P18075
656	P34820
657	P36894
658	O00238
659	Q13873
660	P51813
661	P05423
662	Q12981
663	Q12982
664	Q12983
665	O60238
666	Q9UMX3
667	Q03001
668	P58012
669	P07738
670	Q86WA6
671	P17213
672	P38398
673	P15056
675	P51587
676	Q58F21
677	Q07352
678	P47974
682	P35613
683	Q10588
684	Q10589
685	P35070
686	P43251
687	Q13886
688	Q13887
689	P20290
694	P62324
695	Q06187
696	Q13410
699	O43683
701	O60566
705	Q13895
706	P30536
708	Q07021
710	P05155
712	P02745
713	P02746
714	P02747
715	P00736
716	P09871
717	P06681
718	P01024
719	Q16581
720,721	P0C0L4
721	P0C0L5
722	P04003
197322	Q4G176
725	P20851
726	O15484
727	P01031
728	P21730
729	P13671
730	P10643
731	P07357
732	P07358
197335	Q96KV7
197342	A4GXA9
735	P02748
6658	P41225
733	P07360
738	Q9UID3
734	Q9Y236
740	Q13405
741	Q9UHR6
744	Q15777
745	Q9Y2G1
747	Q9Y4D2
197358	Q7RTR2
752	O95466
164592	Q8IYX3
754	P53801
753	O15165
755	O43822
758	O15442
759	P00915
760	P00918
761	P07451
762	P22748
197370	Q8WV22
131831	Q7L0X2
765	P23280
767	P35219
768	Q16790
202052	Q9H819
770	O75493
771	O43570
773	O00555
774	Q00975
775	Q13936
776	Q01668
777	Q15878
778	O60840
779	Q13698
780	Q08345
781	P54289
782	Q02641
783	Q08289
784	P54284
785	O00305
786	Q06432
788	O43772
790	P27708
492311	A6NJ69
793	P05937
794	P22676
795	P29377
796	P01258
796	P06881
797	P10092
131870	Q96DE0
799	P30988
800	Q05682
197407	Q96MX3
801,805,808	P0DP23
801,805,808	P0DP24
801,805,808	P0DP25
810	P27482
811	P27797
813	O43852
814	Q16566
815	Q9UQM7
816	Q13554
817	Q13557
818	Q13555
819	P49069
820	P49913
821	P27824
164656	Q8IU80
823	P07384
824	P17655
825	P20807
826	P04632
822	P40121
827	Q9Y6Q1
829	P52907
830	P47755
831	P20810
832	P47756
833	P49589
834	P29466
835	P42575
836	P42574
837	P49662
838	P51878
839	P55212
840	P55210
841	Q14790
842	P55211
843	Q92851
164684	Q6ICG8
845	O14958
846	P41180
847	P04040
844	P31415
131920	Q6UWW9
857	Q03135
858	P51636
859	P56539
860	Q13950
861	Q01196
862	Q06455
863	O75081
864	Q13761
865	Q13951
866	P08185
867	P22681
868	Q13191
869	P23435
871	P50454
873	P16152
874	O75828
875	P35520
881	Q13939
883	Q16773
885	P06307
886	P32238
887	P32239
889	O00522
890	P20248
891	P14635
892	P24863
131965	Q8TCB7
894	P30279
896	P30281
898	P24864
899	P41002
900	P51959
901	Q16589
902	P51946
26231	Q8WV35
904	O60563
905	O60583
908	P40227
909	P06126
910	P29016
912	P15813
913	P15812
914	P06729
915	P04234
916	P07766
917	P09693
919	P20963
920	P01730
921	P06127
922	O43866
923	P30203
924	P09564
925	P01732
926	P10966
928	P21926
929	P08571
930	P15391
931	P11836
932	Q96HJ5
933	P20273
132001	Q96BW9
939	P26842
940	P10747
941	P33681
942	P42081
943	P28908
944	P32971
132014	Q8NFR9
946	O43699
947	P28906
948	P16671
949	Q8WTV0
950	Q14108
951	P11049
952	P28907
953	P49961
149986	Q9BX40
955	O75354
956	O75355
957	O75356
958	P25942
959	P29965
960	P16070
961	Q08722
962	P09326
963	P19397
965	P19256
966	P13987
967	P08962
968	P34810
969	Q07108
970	P32970
971	P21854
972	P04233
973	P11912
974	P40259
975	P60033
976	P48960
977	P48509
978	P32320
983	P06493
984	P21127
987	P50851
988	Q99459
989	Q16181
990	Q99741
991	Q12834
164832	Q1L5Z9
993	P30304
994	P30305
995	P30307
996	P30260
997	P49427
998	P60953
999	P12830
1000	P19022
1001	P22223
1002	P55283
1003	P33151
1004	P55285
1005	Q9ULB5
1006	P55286
1007	Q9ULB4
1008	Q9Y6N8
1009	P55287
1010	P55289
1012	P55290
1013	P55291
1014	O75309
1015	Q12864
1016	Q13634
1017	P24941
1018	Q00526
1019	P11802
1020	Q00535
1021	Q00534
1022	P50613
1024	P49336
1025	P50750
1026	P38936
1027	P46527
1028	P49918
1029	P42771
1029	Q8N726
1030	P42772
1031	P42773
1032	P55273
1033	Q16667
1036	Q16878
1038	P51861
1039	Q01850
1040	Q92903
1041	Q15517
1043	P31358
1044	P47902
1045	Q99626
1046	O14627
1047	O14967
1048	P06731
1050	P49715
1051	P17676
1052	P49716
1053	Q15744
1054	P53567
1058	P49450
1059	P07199
1060	Q03188
1062	Q02224
1063	P49454
1066	P23141
1068	Q12798
1069	P41208
1070	O15182
1071	P11597
1072	P23528
1073	Q9Y281
132141	Q8N6M8
1075	P53634
1080	P13569
1081	P01215
1084	P40198
132158	Q8IVS8
1087	Q14002
1088	P31997
1101	O15335
1102	O95199
1103	P28329
1104	P18754
1105	O14646
1106	O14647
1107	Q12873
1108	Q14839
1109	P17516
1111	O14757
1112	O00409
1113	P10645
1114	P05060
1116	P36222
1117	Q15782
1119	P35790
1120	Q9Y259
1121	P24386
1122	P26374
1123	P15882
1124	P52757
1128	P11229
1129	P08172
1130	Q99698
1131	P20309
1132	P08173
132204	Q8TBG9
1134	P02708
1135	Q15822
1136	P32297
1137	P43681
1138	P30532
1139	P36544
1140	P11230
1141	P17787
1142	Q05901
1143	P30926
1144	Q07001
1145	Q04844
1146	P07510
1147	O15111
1149	O60543
1152	P12277
1153	Q14011
1154	Q9NSE2
1155	Q99426
132228	Q8N112
1158	P06732
1160	P17540
1161	Q13216
1163	P61024
1164	P33552
1173	Q96CW1
1174	P61966
1175	P53680
1176	Q92572
1178	Q05315
1180	P35523
1181	P51788
1182	P51790
1179	A8K7I4
1184	P51795
1185	P51797
1186	P51798
1187	P51800
1191	P10909
1192	O00299
1193	O15247
1195	P49759
1196	P49760
1198	P49761
1200	O14773
1201	Q13286
1203	O75503
1207	P54105
1208	P04118
1209	O96005
1211	P09496
1212	P09497
1213	Q00610
1215	P23946
165055	Q96M89
132299	Q56VL3
1230	P32246
1232	P51677
1233	P51679
1234	P51681
1235	P51684
1236	P32248
1237	P51685
1238	O00590
1240	Q99788
1241	Q15722
165082	Q8IZF5
1244	Q92887
132320	Q96NL6
132321	Q8N1A6
254251	Q8N3X6
1258	Q14028
1259	P29973
1260	Q16280
165100	Q53QW1
132332	Q4W5P6
1263	Q9H4B4
1264	P51911
1265	Q99439
1266	Q15417
1267	P09543
1268	P21554
1269	P34972
1270	P26441
1271	P26992
1272	Q12860
1277	P02452
1278	P08123
1280	P02458
1281	P02461
1282	P02462
1284	P08572
1285	Q01955
1286	P53420
1287	P29400
1288	Q14031
1289	P20908
1290	P05997
1291	P12109
1292	P12110
1293	P12111
1294	Q02388
1295	P27658
1296	P25067
1297	P20849
1298	Q14055
1299	Q14050
1300	Q03692
1301	P12107
1302	P13942
1303	Q99715
1305	Q5TAT6
1306	P39059
1307	Q07092
1308	Q9UMD9
1310	Q14993
1311	P49747
1312	P21964
1314	P53621
1315	P53618
1316	Q99612
1317	O15431
1318	O15432
1325	O00230
1326	P41279
1327	P13073
1329	P10606
84933	Q96K31
1337	P12074
1339	Q02221
1340	P14854
1345	P09669
1347	P14406
1349	P24311
1350	P15954
1351	P10176
1353	Q9Y6N1
1355	Q7KZN9
1356	P00450
1357	P15085
1361	Q96IY4
1362	O75976
1363	P16870
1364	O14493
1365	O15551
1366	O95471
1368	P14384
1369	P15169
1370	P22792
1371	P36551
1373	P31327
1374	P50416
165215	Q6P995
1376	P23786
1375	Q92523
1378	P17927
1380	P20023
1381	P29762
1382	P29373
1384	P43155
1385	P16220
1386	P15336
1387	Q92793
1388	Q99941
1389	O60519
1390	Q03060
1392	P06850
1393	P24387
1394	P34998
1395	Q13324
1396	P50238
1397	P52943
1398	P46108
1399	P46109
1400	Q14194
1401	P02741
1404	P10915
1406	O43186
1407	Q16526
1408	Q49AN0
1409	P02489
1410	P02511
1411	P05813
1412	P53672
1413	P53673
1414	P53674
1415	P43320
91461	Q504Y2
1417	P26998
1418	P11844
1419	P07316
1420	P07315
1421	P07320
1427	P22914
1428	Q14894
1429	Q08257
1431	O75390
1432	Q16539
1434	P55060
1435	P09603
1436	P07333
1437	P04141
1438	P15509
1439	P32927
1440	P09919
1441	Q99062
1442	P0DML2
1442,1443	P0DML3
1444	Q14406
1445	P41240
1446	P47710
1447	P05814
1448	P07498
1452	P48729
1453	P48730
1454	P49674
1455	P78368
1456	Q9Y6M4
1457	P68400
1459	P19784
1460	P67870
1462	P13611
1463	O14594
1464	Q6UVK1
1465	P21291
1466	Q16527
1468	Q9UBX3
1469	P01037
1470	P09228
1471	P01034
1472	P01036
1473	P28325
1474	Q15828
1475	P01040
1476	P04080
1477	Q05048
1478	P33240
1479	Q12996
1482	P52952
165324	P68543
1486	Q01459
1487	Q13363
1488	P56545
1489	Q16619
1490	P29279
1491	P32929
1493	P16410
1495	P35221
1496	P26232
1499	P35222
1500	O60716
1501	Q9UQB3
1503	P17812
1504	P17538
1506	P40313
1508	P07858
1509	P07339
1510	P14091
1511	P08311
1512	P09668
1513	P43235
1514	P07711
1515	O60911
1519	P43234
1520	P25774
1521	P56202
1522	Q9UBR2
1523	P39880
1523	Q13948
1524	P49238
1525	P78310
1527	O15482
1528	P00167
1534	P49447
1535	P13498
1536	P04839
1537	P08574
1539	Q14093
1540	Q9NQC7
1543	P04798
1544	P05177
1545	Q16678
1548	P11509
132625	Q96MM3
1557	P33261
1558	P10632
1559	P11712
1562	P33260
1565	P10635
1571	P05181
1573	P51589
1576	P08684
1577	P20815
1579	Q02928
1580	P13584
1581	P22680
1583	P05108
1584	P15538
1585	P19099
1586	P05093
132660	Q6MZP7
1588	P11511
1591	Q07973
1593	Q02318
1595	Q16850
132671	Q8TC71
1600	O75553
1601	P98082
1602	Q9UI36
1603	P61803
1604	P08174
1605	Q14118
1606	P23743
1607	Q9Y6T7
1608	P49619
1609	P52824
1610	P14920
1611	P51397
1612	P53355
1613	O43293
1615	P14868
1616	Q9UER7
1617	Q9NQZ3
1618	Q92904
1620	O60477
1621	P09172
1622	P07108
1627	Q16643
1628	Q10586
1629	P11182
1630	P43146
1632	P42126
1633	P27707
1634	P07585
1635	P32321
1636	P12821
1638	P40126
1639	Q14203
1641	O43602
1642	Q16531
1643	Q92466
1644	P20711
1645	Q04828
1646	P52895
1647	P24522
132720	Q8N8J7
1649	P35638
1650	P39656
1652	P30046
1653	Q92499
1654	O00571
1655	P17844
1656	P26196
1657	Q9Y485
1659	Q14562
1660	Q08211
1662	Q13206
1663	Q96FC9
1665	O43143
1666	Q16698
1668	P59666
1670	Q01523
1671	Q01524
1672	P60022
1674	P17661
1675	P00746
1676	O00273
1677	O76075
1678	O60220
1687	O60443
165530	Q8N1N0
1690	O43405
1716	Q16854
132789	Q8TDQ7
1718	Q15392
1719	P00374
1717	Q9UBM7
1723	Q02127
1725	P49366
1727	P00387
1728	P15559
1729	O60610
1730	O60879
1731	Q8WYJ6
1733	P49895
1734	Q92813
1735	P55073
1736	O60832
1737	P10515
1738	P09622
1739	Q12959
1740	Q15700
1741	Q92796
1742	P78352
1743	P36957
1745	P56177
1746	Q07687
1747	O60479
1748	Q92988
1749	P56178
1750	P56179
1755	Q9UGM3
1756	P11532
1757	Q9UL12
1758	Q13316
1759	Q05193
1760	Q09013
1761	Q9Y5R6
1762	Q09019
1763	P51530
1767	Q8TE73
1768	Q9C0G6
1769	Q96JB1
1770	Q9NYC9
1773	P24855
1774	P49184
1775	Q92874
1776	Q13609
1777	O00115
1778	Q14204
132851	Q8NEY3
1780	O14576
1781	Q13409
1783	O43237
1785	P50570
1786	P26358
1787	O14717
1788	Q9Y6K1
1789	Q9UBC3
1791	P04053
165631	Q460N3
1793	Q14185
1794	Q92608
1795	Q8IZD9
1796	Q99704
1797	O77932
132864	Q7Z5Q1
1798	Q9H3H5
1800	P16444
1801	Q9BZG8
1802	Q9BQC3
1803	P27487
1804	P42658
1805	Q07507
1806	Q12882
1807	Q14117
1808	Q16555
1809	Q14195
1810	Q01658
1811	P40879
132884	Q86UK5
1813	P14416
1814	P35462
1815	P21917
1816	P21918
1812	P21728
1819	P55039
1820	Q99856
1821	Q13474
1822	P54259
1823	Q08554
1824	Q02487
1825	Q14574
1826	O60469
1827	P53805
1828	Q02413
1829	Q14126
1830	P32926
1831	Q99576
1832	P15924
1833	Q99645
1836	P50443
1837	Q9Y4J8
1838	O60941
1839	Q99075
1840	Q86Y01
1841	P23919
1843	P28562
1844	Q05923
1845	P51452
1846	Q13115
1847	Q16690
1848	Q16828
1849	Q16829
1850	Q13202
1852	Q99956
1854	P33316
1855	O14640
1856	O14641
1857	Q92997
1859	Q13627
1861	O14656
1869	Q01094
1870	Q14209
1871	O00716
1874	Q16254
1875	Q15329
1876	O75461
1877	Q66K89
132949	Q4L235
1879	Q9UH73
1880	P32249
165721	Q8NHS0
132954	Q8N4E4
1889	P42892
1890	P19971
1891	Q13011
1892	P30084
1893	Q16610
1894	Q9H8V3
1896	Q92838
1901	P21453
1902	Q92633
1903	Q99500
1906	P05305
1907	P20800
1908	P14138
1909	P25101
1910	P24530
1911	P78364
1912	Q8IXK0
1915	P68104
1917	Q05639
132989	Q96KX1
1933	P24534
1936	P29692
1937	P26641
1938	P13639
1939	P41214
1942	P20827
1943	O43921
1944	P52797
1945	P52798
1946	P52803
1947	P98172
1948	P52799
1949	Q15768
1950	P01133
1951	Q9NYQ7
1952	Q9HCU4
1953	O75095
1954	Q7Z7M0
133022	Q8N609
1956	P00533
1958	P18146
1959	P11161
1961	Q05215
1962	Q08426
1964	P47813
1965	P05198
1967	Q14232
1968	P41091
1969	P29317
1973	P60842
1974	Q14240
1975	P23588
1977	P06730
1978	Q13541
1979	Q13542
1981	Q04637
1982	P78344
1983	P55010
1984	P63241
1990	Q9UNI1
1991	P08246
1992	P30740
1993	Q12926
1994	Q15717
1995	Q14576
1996	P26378
1997	P32519
1998	Q15723
1999	P78545
2000	Q99607
2001	Q9UKW6
2002	P19419
2004	P41970
2005	P28324
2006	P15502
2009	O00423
2010	P50402
2011	Q7KZI7
2012	P54849
2013	P54851
2014	P54852
2016	Q04741
2017	Q14247
2018	Q04743
2019	Q05925
2020	P19622
2021	Q14249
2022	P17813
2023	P06733
2026	P09104
2027	P13929
2028	Q07075
2029	O43768
2030	Q99808
91584	Q9HCM2
2033	Q09472
2034	Q99814
2035	P11171
2036	Q9H4G0
2037	O43491
2038	P16452
2039	Q08495
2040	P27105
2041	P21709
2042	P29320
2043	P54764
2044	P54756
2045	Q15375
2046	P29322
2047	P54762
2048	P29323
2049	P54753
2050	P54760
2051	O15197
133121	Q6UWR7
2053	P34913
2054	P32856
2055	Q9UBY8
2056	P01588
2057	P19235
2058	P07814
2059	Q12929
2060	P42566
2052	P07099
2063	P10588
2064	P04626
2065	P21860
2066	Q15303
2067	P07992
2068	P18074
2069	O14944
165904	Q702N8
2071	P19447
2072	Q92889
2073	P28715
2074	P0DP91
2074	Q03468
2070	O95677
100272147	P56277
2077	P50548
2078	P11308
2079	P84090
165918	Q8IYW5
2081	O75460
2086	Q14264
2091	P22087
2098	P10768
2099	P03372
2100	Q92731
2101	P11474
2103	O95718
2104	P62508
2107	P62495
2108	P13804
2109	P38117
2110	Q16134
2113	P14921
2114	P15036
2115	P50549
2116	O00321
2117	P41162
2118	P43268
2119	P41161
2120	P41212
2121	P57679
2122	Q03112
2123	P22794
2125	Q92817
2128	P49640
2130	Q01844
2131	Q16394
2132	Q93063
2134	Q92935
2135	Q9UBQ6
2137	O43909
2138	Q99502
2139	O00167
2140	Q99504
254428	Q8IVJ1
2145	Q92800
2146	Q15910
2147	P00734
2149	P25116
2150	P55085
2151	O00254
2152	P13726
2153	P12259
2155	P08709
2157	P00451
2158	P00740
2159	P00742
2160	P03951
2161	P00748
2162	P00488
2165	P05160
2166	O00519
2167	P15090
2168	P07148
2169	P12104
2170	P05413
2171	Q01469
2172	P51161
2173	O15540
2175	O15360
2176	Q00597
2177	Q9BXW9
2178	Q9HB96
2180	P33121
2181	O95573
2182	O60488
2184	P16930
2185	Q14289
2186	Q12830
2187	Q8NB91
2188	Q9NPI8
2189	O15287
2191	Q12884
2192	P23142
2193	Q9Y285
2194	P49327
2195	Q14517
2197	P35544
2199	P98095
2200	P35555
2201	P35556
2202	Q12805
2203	P09467
2204	P24071
2205	P12319
2206	Q01362
2207	P30273
2208	P06734
2209	P12314
2212	P12318
2213	P31994
2214	P08637
2215	O75015
195827	Q7RTV5
2217	P55899
2218	O75072
2219	O00602
2220	Q15485
2222	P37268
2224	P14324
2230	P10109
2232	P22570
493753	Q86WW8
2235	P22830
133308	Q86UD5
2237	P39748
2239	O75487
2241	P16591
2242	P07332
2243	P02671
2244	P02675
2245	P98174
2246	P05230
2247	P09038
2248	P11487
2249	P08620
2250	P12034
2251	P10767
2252	P21781
2253	P55075
2254	P31371
2255	O15520
2257	P61328
2258	Q92913
2259	Q92915
2260	P11362
2261	P22607
2262	P78333
2263	P21802
2264	P22455
2266	P02679
2267	Q08830
2268	P09769
2271	P07954
2272	P49789
2273	Q13642
2274	Q14192
2275	Q13643
2277	O43915
26504	Q6P4Q7
2280	P62942
2281	P68106
2286	P26885
2287	Q00688
2288	Q02790
2289	Q13451
2290	P55316
2294	Q12946
2295	Q12947
2296	Q12948
2297	Q16676
2298	Q12950
2299	Q12951
2300	Q12952
2302	Q92949
2303	Q99958
2304	O00358
2305	Q08050
2306	O60548
2307	O43638
2308	Q12778
2309	O43524
493829	Q6ZMU5
133383	Q8NE22
2312	P20930
2313	Q01543
2314	Q13045
2315	Q16655
2316	P21333
2317	O75369
2318	Q14315
2319	Q14254
2321	P17948
2322	P36888
2323	P49771
2324	P35916
133396	Q8NI17
2331	Q06828
2332	Q06787
2334	P51816
2335	P02751
493856	Q8N5K1
2339	P49354
493860	Q6ZRK6
493861	Q8N140
2342	P49356
2346	Q04609
133418	Q6PCB8
2348	P15328
493869	Q8TED1
2350	P14207
2352	P41439
2353	P01100
2354	P53539
2355	P15408
2356	Q05932
2357	P21462
2358	P25090
493911	Q8TCD6
2395	Q16595
2444	P42685
133522	Q86YN6
2475	P42345
2483	Q14331
133558	Q7Z745
2487	Q92765
2488	P01225
2491	Q92674
2492	P23945
2494	O00482
2495	P02794
166336	Q7Z3G6
2512	P02792
133584	Q63HQ2
2515	Q99965
2516	Q13285
2517	P04066
2519	Q9BTY2
2520	P01350
2521	P35637
2523	P19526
2524	Q10981
2526	P22083
2529	Q11130
2530	Q9BYC5
2531	Q06136
2532	Q16570
2533	O15117
2534	P06241
2535	Q14332
2537	P09912
2538	P35575
2539	P11413
166379	Q6ZW61
166378	Q8NB90
2542	O43826
2543	P0DTW1
2547	P12956
2548	P10253
2549	Q13480
2550	Q9UBS5
2551	Q06546
133619	Q96M27
2553	Q06547
2554	P14867
2555	P47869
2556	P34903
2557	P48169
2559	Q16445
2560	P18505
2561	P47870
2562	P28472
2563	O14764
2564	P78334
2565	Q8N1C3
2566	P18507
2567	Q99928
2569	P24046
2570	P28476
2571	Q99259
2572	Q05329
2576	P0DSO3
2576,2577	Q13069
2580	O14976
2581	P54803
2582	Q14376
2583	Q00973
2584	P51570
2585	Q01415
2587	P47211
2588	P34059
2589	Q10472
2590	Q10471
2591	Q14435
2592	P07902
2593	Q14353
494115	Q96E39
2596	P17677
2597	P04406
2595	Q8TET4
199221	Q8IYY4
133686	Q4G0N4
199223	Q8NDW8
133688	Q6NUS8
2617	P41250
2618	P22102
2619	P54826
2620	O43903
2621	Q14393
2622	O95995
2623	P15976
2624	P23769
2625	P23771
2626	P43694
2627	Q92908
2628	P50440
2629	P04062
494143	Q8WUX2
2631	O75323
2632	Q04446
2633	P32455
2634	P32456
2635	Q9H0R5
2638	P02774
2639	Q92947
2641	P01275
2642	P47871
2643	P30793
2644	P30047
2645	P35557
2646	Q14397
2647	P78537
2648	Q92830
2649	Q15406
2650	Q02742
2651	Q8N0V5
26577	Q9UKZ9
2653	P23434
26579	Q96EZ4
2658	Q9UK05
2660	O14793
2661	O60383
2662	P55107
2664	P31150
2665	P50395
2668	P39905
2669	P55040
2670	P14136
2671	P55789
2672	Q99684
2673	Q06210
2674	P56159
2675	O00451
133746	Q8N9B5
2677	P38435
2676	O60609
2678	P19440
2683	P15291
2686	Q9UJ14
2688	P01241
2689	P01242
2690	P10912
2691	P01286
2692	Q02643
2693	Q92847
2694	P27352
2695	P09681
2696	P48546
2697	P17302
2700	Q9Y6H8
2701	P35212
2702	P36382
2703	P48165
2705	P08034
2706	P29033
2707	O75712
2709	O95377
2710	P32189
2712	Q14410
2717	P06280
2719	P51654
2720	P16278
2729	P48506
2730	P48507
2731	P23378
2733	Q53GS7
2734	Q92896
2735	P08151
2736	P10070
2737	P10071
2739	Q04760
2740	P43220
2742	P23416
2743	P48167
2744	O94925
2745	P35754
2746	P00367
2747	P49448
2752	P15104
2760	P17900
2762	O60547
2764	P60983
2766	P36959
2767	P29992
2768	Q03113
2769	P30679
2770	P63096
2771	P04899
2773	P08754
166614	Q8N568
2775	P09471
2776	P50148
2774	P38405
2778	O95467
2778	P63092
2778	P84996
2778	Q5JWF2
2779	P11488
